P_NAME;P_PERIOD;S_TEMPERATURE;P_DISTANCE;P_PERIASTRON;P_APASTRON;P_DISTANCE_EFF;P_FLUX;P_TEMP_EQUIL;P_TYPE;S_RADIUS_EST;S_TYPE_TEMP;S_LUMINOSITY;P_HABZONE_OPT;P_HABZONE_CON;P_TYPE_TEMP;P_HABITABLE;P_RADIUS_EST;P_MASS_EST;P_SEMI_MAJOR_AXIS_EST
HD 98219 b;43380000;49250000;12639318;11604600;13595400;12609852;70477034;41461713;Jovian;46000000;K;11153964;0;0;Hot;0;13363782;62421420;12600000
4 UMa b;26930000;44150000;95118144;49416000;12458400;89166050;16355514;87701545;Jovian;18110000;K;11164734;0;0;Hot;0;12629095;22565788;87000000
Kepler-1658 b;38493728;62160000;54507272;50983680;57816320;54426855;37825845;19965049;Jovian;28900000;F;11171934;0;0;Hot;0;11994700;18688287;54400000
Kepler-1466 b;31175045;58840000;19445603;19445603;19445603;19445604;29548593;59398997;Superterran;10200000;G;11173253;0;0;Hot;0;15469800;30115750;19445603
Kepler-1528 b;17911102;58570000;29143172;29143172;29143172;29143173;13170138;15347671;Terran;10300000;G;11185721;0;0;Hot;0;14573000;27211983;29143172
Kepler-630 b;16147439;58290000;58404380;58404380;58404380;58404381;32797498;34285074;Neptunian;10400000;G;11187461;0;0;Hot;0;31836400;10255306;58404380
Kepler-1495 b;85273256;58310000;38282229;38282229;38282229;38282230;76442179;42362168;Neptunian;10400000;G;11202823;0;0;Hot;0;29370200;89432821;38282229
K2-52 b;35350550;71470000;54000000;54000000;54000000;54000001;38448950;20061621;Jovian;21900000;F;11211714;0;0;Hot;0;18003260;10000000;54000000
Kepler-787 b;92831050;42480000;16129076;16129076;16129076;16129077;43111294;11608943;Terran;62000000;K;11215278;0;0;Hot;0;12779400;21773119;16129076
Kepler-817 b;39901062;58610000;49710134;49710134;49710134;49710135;45389993;11759394;Jovian;10300000;G;11216309;0;0;Hot;0;90352600;60266666;49710134
Kepler-1202 b;28685132;58340000;18516542;18516542;18516542;18516542;32741703;60942494;Neptunian;10400000;G;11225896;0;0;Hot;0;29370200;89432821;18516542
Kepler-1005 b;64980152;57820000;68133920;68133920;68133920;68133921;24237397;10052322;Superterran;10600000;G;11251560;0;0;Hot;0;15021400;28648744;68133920
HD 192699 b;34094000;50410000;10665738;97583400;11501660;10638955;99915097;45238020;Jovian;44100000;G;11252075;0;0;Hot;0;13325588;66616749;10630000
Kepler-1444 b;33420350;58100000;20501988;20501988;20501988;20501989;26778104;57954860;Superterran;10500000;G;11255681;0;0;Hot;0;21747400;53695230;20501988
Kepler-897 b;80472642;58390000;79351317;79351317;79351317;79351319;17889613;93174087;Superterran;10400000;G;11264430;0;0;Hot;0;23877300;62925768;79351317
Kepler-626 b;14485852;58130000;11665751;11665751;11665751;11665752;82878733;76869788;Superterran;10500000;G;11278946;0;0;Hot;0;22868400;58478451;11665751
HAT-P-28 b;32572150;56800000;43456442;41186600;45613400;43414126;59986488;12602196;Jovian;11000000;G;11284111;0;0;Hot;0;13586520;19896033;43400000
Kepler-804 b;14374574;58170000;11605931;11605931;11605931;11605932;83966007;77120668;Superterran;10500000;G;11310023;0;0;Hot;0;19393300;44203935;11605931
Kepler-804 c;96518502;58170000;88993249;88993249;88993249;88993252;14280696;88070863;Terran;10500000;G;11310023;0;0;Hot;0;11434200;15711567;88993249
HD 86226 b;16950000;59030000;28719500;24140000;32660000;28480474;14193355;15570994;Jovian;10200000;G;11318272;0;0;Cold;0;13817228;29240176;28400000
Kepler-745 b;99314356;58490000;91592945;91592945;91592945;91592948;13519411;86872906;Superterran;10400000;G;11341795;0;0;Hot;0;21635300;53226161;91592945
Kepler-1131 b;35323245;58510000;45831319;45831319;45831319;45831320;54069333;12285212;Superterran;10400000;G;11357316;0;0;Hot;0;15918200;31612732;45831319
Qatar-5 b;28792319;57470000;41270000;41270000;41270000;41270001;66931723;12958446;Jovian;10800000;G;11399897;0;0;Hot;0;12409470;13730170;41270000
Kepler-266 c;10772360;58850000;45700000;45700000;45700000;45700001;54590436;38942520;Neptunian;10300000;G;11401158;0;0;Hot;0;38898700;14410382;45700000
Kepler-1327 b;14888011;58850000;11919757;11919757;11919757;11919757;80244292;76251510;Superterran;10300000;G;11401158;0;0;Hot;0;18048100;39125102;11919757
Kepler-266 b;66183300;58850000;71000000;71000000;71000000;71000002;22616858;98799097;Superterran;10300000;G;11401158;0;0;Hot;0;24774100;66990733;71000000
Kepler-106 b;61648600;58580000;65784721;65784721;65784721;65784722;26369550;10266457;Superterran;10400000;G;11411764;0;0;Hot;0;81833000;53013711;65784721
Kepler-106 e;43844500;58580000;24328742;24328742;24328742;24328743;19280287;53385496;Neptunian;10400000;G;11411764;0;0;Hot;0;25558800;11123980;24328742
Kepler-106 d;23980200;58580000;16270895;16270895;16270895;16270895;43105226;65279586;Superterran;10400000;G;11411764;0;0;Hot;0;95285000;81014358;16270895
Kepler-106 c;13570800;58580000;11132171;11132171;11132171;11132171;92085886;78921109;Neptunian;10400000;G;11411764;0;0;Hot;0;24998300;10488324;11132171
CoRoT-13 b;40351900;59450000;51000000;51000000;51000000;51000001;43893325;11661235;Jovian;10100000;G;11416654;0;0;Hot;0;99208500;41571903;51000000
Kepler-1052 b;34853828;58880000;21084127;21084127;21084127;21084128;25699403;57362183;Neptunian;10300000;G;11424424;0;0;Hot;0;29258100;88854055;21084127
Kepler-759 b;41805985;58600000;23878827;23878827;23878827;23878828;20041019;53904480;Superterran;10400000;G;11427357;0;0;Hot;0;22756300;57992597;23878827
Kepler-525 b;18684049;55730000;13543516;13543516;13543516;13543517;62312852;71579608;Neptunian;11500000;G;11429849;0;0;Hot;0;26343500;74354000;13543516
HD 119130 b;16984100;57250000;13010400;12480000;13520000;13002602;67718077;73061854;Neptunian;10900000;G;11435196;0;0;Hot;0;26343500;24501361;13000000
Kepler-604 b;25855018;58900000;17221574;17221574;17221574;17221575;38572569;63491349;Neptunian;10300000;G;11439954;0;0;Hot;0;25895100;72218056;17221574
GJ 9827 b;12089819;43400000;18800000;18800000;18800000;18800000;32376833;10806959;Superterran;60000000;K;11443268;0;0;Hot;0;15806100;49104426;18800000
GJ 9827 d;62014698;43400000;55910000;55910000;55910000;55910001;36607585;62666823;Superterran;60000000;K;11443268;0;0;Hot;0;20178000;40395939;55910000
GJ 9827 c;36480957;43400000;39250000;39250000;39250000;39250001;74279803;74793283;Terran;60000000;K;11443268;0;0;Hot;0;12443100;83906593;39250000
HATS-32 b;28126548;57000000;44703441;21286960;59193040;41446813;80116750;12943231;Jovian;11000000;G;11443884;0;0;Hot;0;14001290;29240176;40240000
Kepler-528 b;19782974;58070000;14359668;14359668;14359668;14359669;55516088;69542392;Superterran;10600000;G;11447422;0;0;Hot;0;20850600;49990230;14359668
Kepler-552 b;52634158;58630000;59790715;59790715;59790715;59790717;32030772;10777965;Neptunian;10400000;G;11450776;0;0;Hot;0;39459200;14764686;59790715
HD 102956 b;64947000;49850000;80755239;77714100;83685900;80713823;17600398;16497342;Jovian;45500000;G;11454393;0;0;Hot;0;13791378;30511488;80700000
Kepler-1226 b;17292345;59230000;13170802;13170802;13170802;13170802;66135018;72652871;Terran;10200000;G;11472443;0;0;Hot;0;14460900;26857550;13170802
WASP-32 b;27186600;61400000;34160455;34160455;34160455;34160456;98483178;14272019;Jovian;95000000;F;11492363;0;0;Hot;0;10761600;83588765;34160455
HD 125612 c;41551400;58410000;52462906;49832400;54967600;52415743;41925234;11523066;Neptunian;10500000;G;11497835;0;0;Hot;0;43585296;17480540;52400000
HD 125612 d;28350000;58410000;40878838;35841680;45358320;40670032;70237230;13081624;Jovian;10500000;G;11497835;0;0;Cold;0;12615191;23137879;40600000
HATS-1 b;34464590;58700000;44719680;39072000;49728000;44480302;58788373;12510884;Jovian;10400000;G;11505559;0;0;Hot;0;14595420;58957095;44400000
Kepler-1474 b;36433345;58700000;21786462;21786462;21786462;21786463;24240094;56529935;Superterran;10400000;G;11505559;0;0;Hot;0;21635300;53226161;21786462
HD 1461 b;57715200;57650000;64337813;52495200;74304800;63636767;29068885;10460738;Superterran;10784499;G;11510279;0;0;Hot;0;24203436;64391953;63400000
HD 1461 c;13505200;57650000;11689545;77631500;14576850;11304034;96868340;78487348;Superterran;10784499;G;11510279;0;0;Hot;0;22270398;55905946;11170000
Kepler-715 b;10006530;58710000;92054072;92054072;92054072;92054075;13586814;86980984;Neptunian;10400000;G;11513401;0;0;Hot;0;37553500;13574546;92054072
Kepler-289 c;12585180;59900000;51000000;51000000;51000000;51000001;44346115;36970796;Jovian;10000000;G;11534425;0;0;Hot;0;11591140;13348776;51000000
Kepler-289 d;66063400;59900000;33000000;33000000;33000000;33000001;10591758;45960731;Neptunian;10000000;G;11534425;0;0;Hot;0;26791900;41317640;33000000
Kepler-289 b;34545000;59900000;21000000;21000000;21000000;21000001;26155158;57614825;Superterran;10000000;G;11534425;0;0;Hot;0;21523200;73100441;21000000
Kepler-1141 b;23445119;57910000;34645883;34645883;34645883;34645884;96109692;14185241;Terran;10700000;G;11536404;0;0;Hot;0;81833000;47370976;34645883
BD+20 594 b;41685500;57660000;27908623;27908623;27908623;27908624;14830572;49995899;Neptunian;10800000;G;11551402;0;0;Hot;0;25783000;22247960;27908623
HD 116029 c;90700000;48190000;17241985;16574823;17884268;17232659;38949350;35780984;Jovian;48900000;K;11554045;0;0;Hot;0;13622607;40364156;17229545
HD 116029 b;67000000;48190000;16500000;16500000;16500000;16500000;42439102;36566758;Jovian;48900000;K;11554045;0;0;Hot;0;13564318;44495920;16500000
Kepler-895 b;28062423;43150000;33720767;33720767;33720767;33720768;10164280;80893582;Superterran;61000000;K;11557703;0;0;Hot;0;15357700;29746177;33720767
K2-74 b;19566600;60600000;14020000;14020000;14020000;14020000;59038494;70620165;Superterran;98000000;F;11604630;0;0;Hot;0;23092600;59455152;14020000
CoRoT-12 b;28280420;56750000;40258392;37348800;42971200;40184638;72454837;13205715;Jovian;11200000;G;11657036;0;0;Hot;0;16142400;29144828;40160000
Kepler-722 b;40935733;58630000;50565814;50565814;50565814;50565815;45649162;11776144;Neptunian;10500000;G;11672041;0;0;Hot;0;26343500;74354000;50565814
Kepler-722 c;10514475;58630000;44019697;44019697;44019697;44019698;60235529;39912423;Neptunian;10500000;G;11672041;0;0;Hot;0;28249200;83714933;44019697
HD 211810 b;15580000;56520000;32700672;84992000;44620800;28397914;22571913;15715031;Jovian;11300000;G;11674926;0;0;Cold;0;14011360;21294476;26560000
Kepler-860 b;51013794;58360000;58746106;58746106;58746106;58746108;33837895;10926869;Neptunian;10600000;G;11677813;0;0;Hot;0;32396900;10563725;58746106
HD 68402 b;11030000;59500000;21809810;21146000;22454000;21802455;24594579;17938306;Jovian;10200000;G;11683067;0;0;Cold;0;13103687;97573197;21800000
Kepler-1615 b;47312619;58650000;25932159;25932159;25932159;25932160;17380487;52018808;Superterran;10500000;G;11687976;0;0;Hot;0;20626400;49081044;25932159
POTS-1 b;31606296;44000000;37340000;37340000;37340000;37340001;83840672;77091873;Jovian;59000000;K;11689700;0;0;Hot;0;10548610;73418269;37340000
V830 Tau b;49270000;42500000;57000000;57000000;57000000;57000001;35987746;11096437;Jovian;20000000;K;11692419;0;0;Hot;0;13984382;22247960;57000000
Kepler-1656 b;31578659;57310000;26584126;32308000;36169200;22043702;54916764;56428896;Neptunian;11000000;G;11694877;0;0;Hot;0;50220800;48599080;19700000
Kepler-555 b;16217754;58940000;12660449;12660449;12660449;12660449;72962151;74459363;Neptunian;10400000;G;11694882;0;0;Hot;0;28249200;83714933;12660449
HD 1502 b;42850000;49470000;12626064;12228780;13011220;12621517;73515704;41943208;Jovian;46700000;K;11702807;0;0;Hot;0;13167307;87402701;12620000
Kepler-836 b;11361123;58950000;99862588;99862588;99862588;99862590;11735050;83852524;Neptunian;10400000;G;11702821;0;0;Hot;0;27352400;79252992;99862588
Kepler-474 b;56606729;57850000;61939353;61939353;61939353;61939354;30508179;10647533;Neptunian;10800000;G;11704412;0;0;Hot;0;30603300;95900707;61939353
Kepler-772 b;12992073;57140000;10740815;10740815;10740815;10740815;10200491;80965533;Superterran;11100000;G;11767807;0;0;Hot;0;18160200;39538581;10740815
Kepler-501 b;56406776;59040000;62614677;62614677;62614677;62614679;30032289;10605765;Neptunian;10400000;G;11774452;0;0;Hot;0;43046400;17115175;62614677
HATS-25 b;42986432;57150000;52429645;42543120;60716880;51831975;44877435;11657245;Jovian;11100000;G;11776047;0;0;Hot;0;14124600;19482857;51630000
Kepler-731 b;38556036;58490000;48586641;48586641;48586641;48586642;49910637;12041849;Jovian;10600000;G;11782213;0;0;Hot;0;13877980;12488817;48586641
Kepler-513 b;28862356;58490000;18532364;18532364;18532364;18532364;34305618;61657544;Superterran;10600000;G;11782213;0;0;Hot;0;21971600;54638433;18532364
Kepler-1348 b;27572274;59110000;18092659;18092659;18092659;18092660;36140516;62465971;Superterran;10400000;G;11830393;0;0;Hot;0;19393300;44203935;18092659
Kepler-334 b;54703190;58280000;61000000;61000000;61000000;61000002;31803484;10758794;Terran;10700000;G;11834077;0;0;Hot;0;11210000;14635061;61000000
Kepler-334 d;25098490;58280000;16800000;16800000;16800000;16800000;41929126;64829678;Terran;10700000;G;11834077;0;0;Hot;0;14124600;25805743;16800000
Kepler-334 c;12758005;58280000;10700000;10700000;10700000;10700000;10336341;81233771;Terran;10700000;G;11834077;0;0;Hot;0;14348800;26505029;10700000
Kepler-592 b;28201924;59130000;39570647;39570647;39570647;39570648;75655504;13361495;Superterran;10400000;G;11846412;0;0;Hot;0;23877300;62925768;39570647
Kepler-1046 b;14375080;59130000;11719998;11719998;11719998;11719998;86244574;77638629;Superterran;10400000;G;11846412;0;0;Hot;0;17151300;35881927;11719998
Kepler-666 b;44987609;58870000;53849776;53849776;53849776;53849778;40914343;11458132;Superterran;10500000;G;11864335;0;0;Hot;0;23989400;63428164;53849776
kap CrB b;12850000;48710000;26869529;22074500;30925500;26593241;17135428;28994821;Jovian;48500000;K;11864369;0;0;Hot;0;13411556;57558651;26500000
HD 181342 b;56410000;49450000;15923853;15569760;16270240;15920965;46904514;37489456;Jovian;47100000;K;11884903;0;0;Hot;0;13213410;80728313;15920000
HD 45350 b;96360000;56160000;25010726;42624000;34137600;21070916;51386873;18331688;Jovian;11555799;G;11901372;0;0;Cold;0;13418441;56891213;19200000
Kepler-1468 c;35455302;58930000;46093688;46093688;46093688;46093689;56069940;12397309;Terran;10500000;G;11912777;0;0;Hot;0;11546300;16270695;46093688
Kepler-1468 b;82398487;58930000;80872368;80872368;80872368;80872370;18214308;93594016;Superterran;10500000;G;11912777;0;0;Hot;0;17263400;36281006;80872368
Kepler-1424 b;29609174;58380000;18850686;18850686;18850686;18850686;33531907;61306916;Terran;10700000;G;11915508;0;0;Hot;0;11546300;16270695;18850686
Kepler-1555 b;81050163;58660000;79987711;79987711;79987711;79987713;18630396;94124012;Superterran;10600000;G;11919790;0;0;Hot;0;16142400;32372384;79987711
HD 4917 b;40050000;48020000;11695417;10899780;12440220;11676365;87995197;43843404;Jovian;50100000;K;11957840;0;0;Hot;0;13479321;51329222;11670000
HD 109246 b;68270000;58440000;33237600;29040000;36960000;33059684;11066717;46341472;Jovian;10700000;G;11964568;0;0;Hot;0;13858291;27333208;33000000
Kapteyn c;12154000;35500000;31922595;23947000;38253000;31309313;12713917;15059400;Superterran;29000000;M;11967352;0;0;Cold;0;25406997;69922161;31100000
HD 50554 b;12930000;59870000;26483027;11741470;35318530;24337461;24994333;17083969;Jovian;10200000;F;11976393;0;0;Cold;0;12830676;15745199;23530000
Kepler-298 c;22928810;44650000;13600000;13600000;13600000;13600000;64766834;40642749;Superterran;58000000;K;11979274;0;0;Hot;0;19281200;43771005;13600000
Kepler-298 b;10475464;44650000;80000000;80000000;80000000;80000002;18717615;52991662;Superterran;58000000;K;11979274;0;0;Hot;0;19617500;45075054;80000000
GJ 581 c;12919000;34980000;74280054;67562001;80438001;74070197;21983489;30977811;Superterran;29899999;M;11992514;0;0;Hot;0;22414150;56520000;74000001
GJ 581 b;53680000;34980000;41009923;40098001;41902001;41002486;71358813;41635844;Neptunian;29899999;M;11992514;0;0;Hot;0;40140343;15200000;41000001
GJ 581 e;31530001;34980000;29226562;25374999;32624999;29056936;14372555;49459254;Terran;29899999;M;11992514;0;0;Hot;0;11605170;16570000;28999999
Kepler-551 b;12376466;42860000;90687017;90687017;90687017;90687019;14591105;49792847;Neptunian;63000000;K;11999922;0;0;Hot;0;27352400;79252992;90687017
Kepler-1576 b;69847197;58760000;72667237;72667237;72667237;72667239;22727425;98919627;Terran;10600000;G;12001279;0;0;Hot;0;10425300;11283145;72667237
Kepler-771 b;87348584;59060000;83809364;83809364;83809364;83809366;17110233;92142267;Superterran;10500000;G;12018244;0;0;Hot;0;18160200;39538581;83809364
Kepler-274 c;33197861;60230000;20400000;20400000;20400000;20400001;28901642;59071165;Superterran;10100000;F;12027707;0;0;Hot;0;18384400;40370889;20400000
Kepler-274 b;11634788;60230000;10100000;10100000;10100000;10100000;11790714;83951785;Superterran;10100000;F;12027707;0;0;Hot;0;15357700;29746177;10100000
K2-21 c;15501920;42220600;10935935;84530000;12947000;10759857;10745810;45739868;Superterran;65000000;M;12028541;0;0;Hot;0;24886200;67506189;10700000
K2-21 b;93250380;42220600;76380000;68400000;83600000;76095319;20929950;54390016;Superterran;65000000;M;12028541;0;0;Hot;0;18384400;40370889;76000000
Kepler-1174 b;68922522;59360000;71795096;71795096;71795096;71795097;23342176;99581862;Superterran;10400000;G;12031808;0;0;Hot;0;15918200;31612732;71795096
WASP-157 b;39516230;57720000;49900000;49900000;49900000;49900001;48325707;11945091;Jovian;11000000;G;12033149;0;0;Hot;0;11187580;86621300;49900000
HD 66428 b;22631200;57730000;38883254;17577690;51762310;35818495;11514330;14101370;Jovian;11000000;G;12041490;0;0;Cold;0;13079078;10183209;34670000
Kepler-1338 b;93511806;59090000;18956797;18956797;18956797;18956797;33511457;19383993;Terran;10500000;G;12042682;0;0;Hot;0;91922000;71859407;18956797
nu Oph c;31860000;49280000;61830362;50935000;71065000;61209470;32829137;34116694;Jovian;15100000;K;12048288;0;0;Hot;0;11908240;85813561;61000000
nu Oph b;53032000;49280000;19149866;16613600;21386400;19037665;33641164;61174357;Jovian;15100000;K;12048288;0;0;Hot;0;11970115;76278721;19000000
Kepler-481 b;10060826;58020000;91489748;91489748;91489748;91489751;14411450;88271769;Superterran;10900000;G;12062923;0;0;Hot;0;24998300;68023267;91489748
K2-24 c;42339100;56250000;24370324;22609009;26012516;24325677;20472186;54142229;Jovian;11600000;G;12069652;0;0;Hot;0;74994900;15398767;24310762
K2-24 b;20889770;56250000;15206909;14268811;16090361;15186427;52475672;68523699;Neptunian;11600000;G;12069652;0;0;Hot;0;54032200;18999758;15179586
K2-91 b;14195490;36220000;16400000;16400000;16400000;16400000;44948044;65966373;Terran;28000000;M;12089226;0;0;Hot;0;10985800;13612778;16400000
WASP-43 b;81347500;44000000;14200000;14200000;14200000;14200000;59954966;12606694;Jovian;60000000;K;12089319;0;0;Hot;0;10425300;56573385;14200000
Kepler-291 c;57007860;60020000;65000000;65000000;65000000;65000002;28631641;10479884;Superterran;10200000;F;12096868;0;0;Hot;0;18832800;42056823;65000000
